Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
56360.06,5.53,5.8,4.31,63486.8,1314532.41
58562.12,7.23,6.64,3.7,34751.35,1187241.84
61817.16,6.57,7.57,3.73,41422.14,1204861.47
56182.7,7.14,7.18,4.09,24842.37,1166644.14
70310.23,4.98,7.1,3.67,45683.64,1168435.27
76360.31,5.61,7.2,4.25,18559.36,1141642.1
51667.71,4.75,7.76,3.38,26446.4,704829.27
68850.82,5.28,6.95,6.47,28904.11,1061636.36
66238.92,7.22,7.44,3.67,38335.3,1761994.7
72222.8,7.45,5.99,4.68,28291.66,1421307.07
68445.1,4.84,9.57,3.16,51288.68,1600589.85
53090.54,5.53,6.7,5.13,41157.49,964243.04
55128.45,5.9,7.2,4.88,29318.69,910321.28
68896.6,6.56,7.56,4.5,46064.35,1595509.92
79547.75,4.24,6.58,2.72,32259.65,1128952.51
44984.19,4.39,7.0,3.05,30302.92,366193.18
72267.75,6.46,6.99,6.05,45053.97,1587465.01
81261.99,4.05,6.07,3.04,11818.72,688256.83
66952.05,5.54,7.43,4.77,43456.06,1137303.29
74447.06,6.14,5.32,2.82,29085.53,1220377.18
61089.69,6.39,8.76,5.22,29070.52,1228762.53
67310.8,5.84,7.79,3.14,55597.51,1622442.79
51307.3,5.62,7.64,2.8,30890.71,756460.22
43596.99,6.82,5.24,3.1,45650.45,722593.56
78631.0,6.26,6.19,3.3,38934.5,1368869.71
58084.92,5.34,8.39,4.48,39964.19,1261951.05
63727.98,6.02,11.18,4.07,33676.37,1762308.62
53806.3,6.36,8.2,2.63,33158.55,1112942.54
53555.54,7.68,8.04,3.95,51328.28,1528077.56
66730.24,6.76,7.52,2.57,45397.82,1387728.48
60807.17,7.18,6.13,4.77,31203.67,1199388.71
72611.41,5.38,8.0,5.0,25782.68,1154866.3
73406.15,5.46,5.88,3.95,30362.1,950589.4
72002.62,5.75,5.77,4.31,45904.34,1305629.29
71126.01,5.84,5.7,6.14,47861.52,1291894.67
85398.85,4.98,7.98,3.79,41670.82,1517197.31
57204.59,7.23,6.93,2.82,20116.55,836606.9
67997.5,6.85,7.09,4.69,43644.26,1560073.1
80655.21,5.68,6.97,2.59,49101.01,1603292.41
82060.47,6.62,5.85,3.72,37885.55,1599466.05
53429.84,6.2,6.31,3.24,55812.55,1206896.0
65253.92,6.69,6.36,3.12,23052.37,1139823.61
83057.85,4.65,5.57,3.67,42959.71,1206778.76
73998.11,5.84,6.48,5.09,26037.3,1170436.96
70664.11,5.92,5.9,5.34,46669.03,1396663.34
66262.92,6.6,7.57,5.12,42245.64,1422898.55
64492.45,5.36,7.66,4.39,54041.46,1544634.15
71654.84,3.51,5.68,3.66,41122.61,676381.46
65893.2,4.91,6.69,1.08,32153.24,846162.83
68129.2,5.92,8.86,4.43,31289.13,1233376.21
69420.71,6.04,6.0,1.18,33679.99,1056857.22
61356.11,7.65,7.42,1.61,31094.06,1339807.11
74254.43,6.56,7.1,3.78,49533.06,1783092.88
99643.02,6.06,8.09,4.31,48823.71,2261082.71
49643.88,5.95,7.29,3.43,21309.57,604922.7
72036.33,7.07,6.55,5.87,36543.72,1323626.07
60480.89,5.4,7.06,4.55,36783.23,895313.73
74736.96,5.84,7.07,3.67,28408.64,1299609.56
69079.21,4.9,6.9,5.69,40512.63,1248702.75
76702.85,7.38,5.66,5.91,50661.94,1693345.99
81111.55,6.37,8.25,4.61,45014.2,2011141.28
70633.82,5.28,8.07,3.03,49532.65,1434130.37
80648.41,5.87,5.94,3.3,29032.21,1230686.4
43597.47,6.48,6.69,2.2,36525.34,746609.04
85534.04,5.73,6.76,3.93,28563.95,1600973.03
72580.41,5.45,5.82,2.69,38539.34,1170581.03
80070.65,5.33,5.1,3.58,39432.8,1047237.94
55581.56,6.32,6.31,4.3,45689.39,1201302.6
59728.65,5.63,6.63,1.54,49199.41,1351890.32
70138.41,5.53,5.53,2.43,43001.1,1124921.56
68401.41,4.66,7.17,3.36,27625.81,847610.12
71599.95,6.06,8.16,3.92,22742.69,1370694.74
80141.76,5.8,7.84,3.37,41324.2,1863875.58
49769.28,5.66,6.86,3.65,51055.67,1105744.08
78961.96,6.18,5.13,3.11,35916.94,1128094.43
68671.27,6.72,7.71,2.2,21003.62,1319783.05
66411.09,6.67,7.14,3.32,56854.2,1706193.37
52903.85,6.53,7.42,3.72,41020.34,1050303.05
73944.49,5.74,8.95,3.6,37861.58,1736171.3
42853.44,5.42,6.16,4.12,24570.89,388764.15
75493.58,4.95,4.09,4.5,36323.95,1027745.02
52680.14,5.39,5.93,4.82,42980.33,699211.0
69152.75,6.0,7.48,3.2,41155.48,1456807.99
67312.9,5.2,7.02,2.04,29415.12,919088.49
81047.94,6.08,5.76,5.54,35596.63,1421531.4
66678.89,5.02,5.56,4.45,30049.13,951011.7
61184.87,4.34,6.63,2.81,52679.8,900706.82
63183.63,6.79,5.73,4.32,45044.62,1130025.12
82149.38,5.51,7.52,5.29,30958.98,1566196.26
74298.85,5.15,6.57,6.11,24565.94,1031585.74
64472.96,4.9,6.36,4.29,38920.31,1084233.79
66062.95,6.4,6.22,5.28,31271.79,1036913.99
51880.03,7.34,7.26,2.49,32011.31,1102493.96
72723.36,5.58,7.03,3.94,24896.0,1193931.11
49826.88,5.77,7.19,3.57,26124.77,721700.65
76595.65,7.04,7.17,4.4,37777.5,1482838.79
69953.85,4.19,6.92,5.96,33514.23,1241248.42
94023.13,7.93,5.95,4.29,60940.91,2405288.4
56857.76,8.4,6.25,2.83,42060.97,1275119.99
67488.83,3.3,6.59,2.43,24732.43,609894.77
87749.15,5.88,9.08,6.0,20921.81,1734686.26
81280.83,5.27,5.63,4.61,40114.85,1418774.02
61162.77,5.72,6.57,4.53,32224.09,1047733.54
70970.04,5.57,7.09,3.56,49377.89,1441587.91
68604.31,6.78,6.68,4.31,38960.5,1233678.48
71588.09,5.87,8.07,2.77,16486.49,1190347.51
61136.46,5.08,6.68,4.46,26045.21,604812.24
67631.02,5.81,6.75,2.53,29460.83,1206377.11
51550.96,6.49,7.81,3.54,40550.22,1077737.17
70023.15,4.81,8.82,3.19,25714.43,1232253.04
73379.32,4.35,8.41,1.0,37679.71,1226919.62
66159.16,7.95,6.85,3.55,22901.71,1270411.41
51369.79,5.34,6.94,2.87,36224.39,705244.63
79118.77,5.84,7.04,3.72,39835.51,1604420.65
72468.11,5.59,7.14,3.98,50668.49,1463073.17
60845.13,6.52,6.13,6.15,38600.34,1205212.31
65592.36,7.74,7.94,4.35,28056.91,1424805.92
52588.87,6.55,7.2,4.39,50981.08,1246524.96
57654.18,4.48,6.94,4.59,34344.96,758089.77
62851.01,4.61,5.71,5.05,43840.65,897830.68
81675.51,5.59,7.05,4.54,30080.01,1308565.05
61767.17,5.71,5.08,4.33,37063.97,929231.69
75406.4,4.28,6.4,4.85,28210.42,917292.18
62845.63,6.79,6.42,1.0,39361.43,1303508.06
71225.63,4.9,7.28,6.55,44140.99,1309533.59
67076.01,7.46,8.89,5.94,31252.12,1698237.7
77888.04,7.78,7.57,4.25,30694.25,1710197.21
62882.98,5.73,8.45,2.24,39704.42,1253802.14
51822.99,6.41,7.64,5.47,27974.72,980042.35
53854.19,4.76,8.13,3.13,21097.41,609098.73
62914.25,6.6,8.87,4.64,39668.47,1676682.71
55270.52,5.49,6.25,2.4,35094.11,796953.84
72955.04,4.9,6.18,6.72,34884.07,936961.56
63618.84,5.69,7.67,2.21,41334.62,1211994.44
93891.56,5.52,6.99,4.06,42720.95,1735686.44
50062.44,5.66,7.21,1.37,34565.06,920306.54
70753.32,6.92,6.74,3.93,25020.51,1345734.72
56561.28,5.2,6.39,3.46,29825.03,704472.22
63324.33,7.7,8.63,5.38,41968.77,1756761.49
70090.25,4.67,5.88,3.46,37516.8,959908.1
43799.19,7.58,7.68,5.38,30706.64,1088273.51
71107.09,4.97,7.52,2.72,28377.96,1151986.29
88864.19,5.98,5.4,3.63,42294.89,1671312.4
63750.25,5.49,6.15,3.66,33963.1,928372.62
71352.03,5.64,6.32,4.59,43633.71,1241654.58
79506.62,6.77,7.56,4.43,44890.41,1902491.9
66835.58,7.46,6.62,4.87,33058.07,1538538.33
62391.13,7.16,6.9,4.31,45588.25,1571969.4
44328.2,5.58,5.52,4.79,37536.72,681920.06
75414.68,6.16,9.34,2.88,38820.5,1784893.98
67376.85,5.21,7.06,4.46,14439.67,697526.22
57789.82,5.0,7.49,5.96,26526.61,706460.75
69932.27,4.85,6.44,1.91,27064.81,1038440.56
62362.13,5.55,6.33,4.58,33000.35,749689.45
62951.03,6.23,8.92,4.81,37297.93,1592589.57
75044.85,4.09,5.05,5.78,37703.86,809161.9
54318.52,5.93,7.27,4.87,38999.04,1225464.07
79745.29,7.48,5.77,4.1,29364.92,1494429.14
53686.46,7.09,6.58,4.51,43024.78,1257514.32
61519.93,5.4,6.35,3.08,54120.19,1451363.23
89077.76,4.6,5.99,3.5,32656.25,1272500.62
80598.35,6.44,7.03,2.34,29576.09,1466095.67
69623.26,3.69,4.4,5.81,29361.08,429037.1
58558.83,7.08,6.67,4.53,37011.27,1107612.14
62942.02,5.77,6.9,2.85,30944.8,985461.25
69363.97,7.79,5.62,4.31,18989.49,1098605.77
68982.92,4.27,8.52,5.41,21704.74,841102.84
67614.5,6.89,6.39,5.2,46288.39,1458570.97
68254.39,5.88,6.75,2.84,48884.81,1450513.12
66298.19,5.65,6.39,1.0,52041.9,1236134.88
53214.39,4.62,6.91,4.47,38409.07,723889.76
63078.03,6.57,8.31,2.89,26328.26,1395655.68
78331.06,6.65,9.49,4.75,31815.69,1685629.56
53999.29,7.75,7.74,5.15,21360.98,1306921.48
66562.72,6.98,8.09,5.35,20978.82,1227178.21
59846.06,5.39,8.72,6.13,38696.48,1258855.71
69769.77,4.99,7.24,5.5,41512.69,1373889.88
64440.95,4.63,8.58,6.13,55599.86,1609160.13
84329.06,7.44,7.79,5.68,35338.3,1981721.98
73982.16,5.21,7.14,5.78,22686.49,1005356.96
54601.8,7.45,7.34,3.93,34952.94,1153765.78
75736.95,6.5,5.15,2.39,33359.59,1178221.97
60326.76,6.31,7.29,7.03,31287.53,1302162.34
62433.37,5.68,5.43,4.06,39574.71,909138.49
71927.68,6.63,5.35,5.49,24109.36,1099499.67
63341.96,5.96,7.18,3.3,37460.41,1089887.15
78099.06,5.61,5.86,5.17,42629.77,1260659.6
60328.27,6.67,6.98,1.0,50253.9,1411683.09
61986.27,5.84,7.13,3.48,39243.48,1132601.7
61587.4,5.19,7.17,3.86,46515.97,1142086.39
62554.42,6.57,6.08,4.55,31757.33,910579.1
80298.18,5.92,7.9,5.3,33142.92,1569928.0
75284.71,6.46,6.9,2.63,49540.38,1835031.48
86807.58,5.53,7.44,4.79,22550.02,1349959.66
92751.55,4.78,5.78,5.49,32161.83,1476245.52
57597.62,7.7,6.81,6.87,47362.83,1122224.22
69333.53,7.51,8.1,4.85,34067.72,1560204.93
56047.06,6.85,7.97,3.41,33328.4,1025637.97
60295.28,5.6,6.18,2.42,33529.58,1007950.38
61867.58,5.68,6.44,6.23,37325.73,1118473.36
57315.84,7.35,5.99,4.89,46942.38,1190707.55
57371.99,5.63,6.33,3.95,45336.0,1056583.95
67045.22,5.35,5.58,1.99,36276.71,1076423.31
55615.22,7.83,6.85,2.83,47004.96,1573458.23
77558.39,5.93,7.63,4.76,39555.3,1543832.46
58801.58,7.73,6.2,4.42,44689.77,1157558.24
98527.39,4.6,6.9,1.59,25956.43,1422280.2
63772.14,6.49,6.77,4.76,53418.14,1562029.2
69350.56,8.03,8.06,2.05,38348.61,1988725.24
54777.25,6.01,6.37,5.65,8886.03,484429.67
86766.53,5.72,6.41,4.24,52633.81,1735181.41
80514.64,4.82,6.14,3.41,36213.17,1469623.11
71747.53,7.05,5.84,5.2,32237.72,1355218.55
54228.78,5.22,7.52,4.41,30151.6,686151.38
70828.29,5.89,6.85,5.61,40525.06,1342380.96
56630.79,4.76,7.05,4.08,27345.74,783227.3
84168.78,7.52,8.28,4.15,30437.2,1918952.45
77207.4,7.12,8.34,3.63,30675.68,1799884.53
69600.19,5.95,5.33,4.3,33262.45,877774.08
42616.11,4.84,7.64,6.07,31049.56,385891.96
58101.75,7.5,7.22,3.36,44627.18,1373113.3
75913.16,5.62,6.52,4.78,38853.29,1323636.16
81509.91,4.89,7.32,2.9,40063.89,1496507.93
80404.53,4.24,5.25,1.44,42223.23,1172438.89
51615.33,5.34,8.47,4.24,35239.04,1211410.1
71796.94,4.54,7.51,4.44,26036.43,937397.72
79406.36,5.36,6.12,3.84,54079.34,1533224.52
50908.46,6.72,6.4,2.14,45368.78,1000649.63
68498.75,5.61,5.27,4.35,52170.31,1347224.77
71501.61,6.33,6.67,4.31,46430.79,1619761.25
65377.45,5.26,6.5,2.89,31593.81,904869.77
48842.66,6.04,5.65,2.32,12859.32,538742.16
65111.71,7.88,7.77,3.67,23964.22,1343524.58
65094.58,5.63,8.28,4.78,42480.48,1494433.05
67004.84,6.36,6.96,4.49,35153.15,1424160.13
62577.52,4.43,6.68,2.9,31995.99,644498.4
63861.38,7.48,7.43,4.15,11394.63,1148255.5
68159.81,5.51,6.97,5.07,36032.71,906907.27
73298.68,7.02,5.9,2.54,25426.35,1321885.94
65338.42,5.86,6.33,4.06,28973.5,878234.35
64216.96,6.59,6.69,5.63,44600.28,1425674.52
69567.31,6.64,7.24,2.41,25948.77,1344673.98
48109.88,5.53,7.0,5.4,26896.13,729892.96
73667.24,7.06,7.2,5.97,38004.88,1702174.1
68577.0,5.23,5.45,3.71,44821.19,1092925.74
69006.05,6.75,7.66,3.56,32166.14,1385176.67
78822.51,5.59,6.99,5.25,50725.11,1641960.61
47769.89,6.33,9.57,3.75,23472.21,886406.78
47545.88,5.52,6.6,1.09,21731.5,444827.01
71501.2,6.03,7.32,3.86,20885.59,1116784.04
68507.15,4.92,9.85,4.56,19765.08,1113536.61
70396.75,6.23,7.19,4.89,39503.25,1249695.17
63657.65,6.02,6.92,2.9,26458.44,882697.13
75663.68,5.45,5.99,3.65,22166.84,682006.49
78523.06,5.93,8.53,5.18,39932.48,1690264.33
73741.28,6.11,5.82,3.91,44340.7,1417664.01
65803.09,5.37,7.42,2.1,46592.77,1046027.15
46119.25,5.85,6.51,5.5,44850.2,864957.3
76781.52,4.98,6.8,3.72,27050.82,1105927.95
81604.18,8.3,5.55,5.32,38903.2,1680344.85
75452.7,7.03,8.35,2.26,41094.45,1780365.86
59207.77,6.25,6.71,3.83,31449.78,1109271.55
75764.3,7.14,5.76,4.61,37798.16,1391644.01
77754.53,4.02,8.26,3.87,23740.69,1116653.02
85196.86,3.45,6.48,2.52,29934.07,1083817.63
59245.42,5.58,7.33,1.04,39852.99,1009833.24
66169.45,4.62,7.84,5.85,51125.36,1428565.39
76547.43,5.75,7.47,4.29,47591.04,1673745.48
69194.88,6.18,4.77,5.42,42722.02,1121632.35
56674.52,6.89,7.69,5.12,36954.02,1497953.44
73001.98,4.85,6.89,4.71,35416.34,1257207.88
74750.38,6.38,6.66,3.58,21795.57,1036612.67
69520.51,5.99,6.88,4.58,27870.6,1113260.41
70923.34,6.32,5.36,5.74,28194.67,1305963.33
65825.71,5.47,7.18,4.08,41867.49,1136414.85
84338.5,7.35,5.61,6.32,45541.61,1817886.73
58983.42,5.88,6.7,2.14,43473.49,1238852.44
62323.34,7.74,7.15,2.0,47900.96,1679098.41
68700.08,5.2,8.07,5.2,36880.16,1367780.79
77950.89,6.72,6.16,2.97,26407.42,1411641.15
52624.0,5.92,8.46,6.49,35667.42,1095010.01
54617.86,5.66,7.95,5.62,28968.99,846402.49
46864.89,6.61,6.56,5.93,42692.26,998076.54
68931.47,5.68,5.87,5.07,32599.06,998230.28
56664.1,3.34,5.53,2.85,35185.07,335468.49
64484.46,2.95,7.26,1.94,43047.2,963526.4
75631.97,7.24,6.25,5.82,28807.64,1389654.18
61745.44,7.2,8.2,2.14,45730.47,1779611.39
71048.0,7.85,6.3,5.93,22788.11,1370609.2
65392.66,5.96,6.08,4.8,39205.52,1117633.72
75746.39,4.7,7.23,3.89,35260.83,1044886.66
73646.91,5.56,6.3,4.52,44374.37,1562035.6
61208.37,5.99,7.0,4.55,22522.34,905511.74
66785.51,4.98,7.99,3.73,20969.9,728371.4
79707.22,7.61,7.11,5.73,43607.19,2005248.61
72775.61,8.2,7.11,5.69,32283.1,1676599.02
53694.18,6.45,7.2,4.17,35261.79,944131.97
75570.58,5.97,5.28,3.24,29614.99,1199251.12
57023.22,4.7,7.39,5.59,45222.64,744007.38
83637.56,7.51,7.15,1.49,39132.72,1829631.87
79497.85,6.06,7.89,4.53,38551.59,1632474.57
71672.6,5.69,7.6,4.89,24554.52,1272831.81
70258.79,6.46,6.79,2.96,41140.44,1654065.95
66355.13,5.4,8.03,5.18,26315.29,1080710.58
75814.71,6.13,6.69,3.95,29626.86,1357496.5
64631.25,4.55,7.24,3.31,22611.92,1046139.63
71093.7,7.06,6.68,5.16,34609.33,1439621.62
77876.08,5.88,7.46,2.64,46727.9,1711476.73
62595.27,7.13,6.61,5.05,38412.95,1193814.48
62015.62,5.78,8.65,1.54,31777.93,1419986.12
55853.45,5.85,9.03,4.33,37246.28,1166489.61
57237.85,4.78,7.87,4.03,37191.37,977219.33
49095.96,6.73,8.55,3.32,36818.73,1194294.65
76361.52,5.11,5.44,4.46,37923.04,1139521.4
87862.41,5.5,5.55,3.88,25841.06,1227482.14
83774.16,5.98,6.67,5.28,37220.39,1598267.47
51252.19,6.1,7.03,4.67,18742.16,832472.6
76308.5,4.29,6.79,4.54,41876.06,1448659.37
83739.81,5.75,5.33,4.34,25218.21,1170738.4
63714.32,6.77,8.15,3.4,47850.66,1565252.34
69664.23,5.61,9.17,3.61,11894.03,1044228.99
47182.88,5.76,8.28,4.29,52781.67,1450895.86
71425.87,6.14,8.09,3.77,19893.73,1253967.89
57247.58,5.86,7.22,5.35,24253.65,965261.94
70710.71,4.96,6.14,4.09,39131.14,1157288.4
51943.7,5.94,7.06,4.44,42303.75,1228288.49
74368.78,6.96,9.12,2.25,33350.4,1741069.9
79502.26,4.94,6.63,5.14,45022.12,1315237.36
60235.87,5.61,6.53,3.27,28257.2,1035327.96
56465.68,4.61,8.11,2.7,32196.06,946086.95
45604.11,6.91,8.18,6.0,33164.88,1076199.11
65743.56,5.89,6.13,4.84,30819.42,1161582.55
62384.37,5.14,6.73,5.18,16966.28,726680.49
52052.24,6.07,6.48,4.54,35918.18,1020052.47
73411.27,4.79,7.06,3.87,35021.55,1191663.35
63787.22,4.96,8.1,3.64,46863.96,1384740.43
57117.81,4.53,6.18,4.94,23400.0,546058.2
62672.37,4.92,8.09,5.37,29816.88,976142.85
80000.96,7.32,7.09,3.9,48107.65,1906861.1
75009.1,5.25,9.34,6.53,39073.89,1584760.0
67197.18,6.44,7.31,3.74,41615.59,1461671.05
75181.42,5.15,6.89,2.27,40663.33,1280342.13
56210.0,6.73,7.57,1.86,40707.38,1303147.65
68928.0,4.96,6.65,1.9,54236.92,1376665.63
70153.16,6.02,5.18,3.47,37071.54,1119628.83
63575.48,6.03,6.75,3.69,26125.42,1007911.56
73224.11,8.28,6.73,4.82,42503.07,1755660.19
60265.14,6.6,5.38,3.94,30539.97,881223.02
74016.67,5.39,6.92,5.02,35071.88,1098170.08
74464.71,6.66,4.9,4.04,39837.05,1294630.73
37491.91,8.1,6.64,4.0,28011.06,681066.64
81269.28,4.37,7.24,3.27,31098.32,1237071.58
36101.33,5.15,7.09,5.73,40885.8,449184.79
62017.15,5.75,6.57,2.1,30717.7,744836.47
79511.16,5.57,6.9,4.35,45823.85,1797375.76
65201.36,5.65,6.2,3.76,26375.39,871844.75
52956.39,4.69,7.0,4.94,26341.97,719097.68
56925.95,7.37,7.05,3.95,55080.6,1486923.81
79527.76,4.57,6.08,3.99,20975.5,1100059.2
48103.6,5.78,7.26,3.65,35897.84,707814.29
80615.79,7.02,7.25,5.69,54538.98,2029586.55
67995.72,5.95,6.82,3.98,35879.23,1116119.57
55874.45,5.01,9.44,6.4,49529.7,1603040.09
62368.16,4.64,6.85,4.31,42638.81,972078.07
57741.42,5.75,6.71,4.01,36091.52,1044643.97
77815.23,5.23,6.56,3.8,34866.35,1316098.12
76389.22,6.18,6.01,4.67,15128.77,1028641.2
50260.18,4.59,7.68,3.26,32995.82,732519.64
64281.52,6.78,6.3,4.16,38467.77,1394023.24
59383.17,6.09,6.42,3.99,38462.25,1120438.03
82369.23,6.17,6.45,4.38,60636.65,1917810.82
54193.64,7.41,6.0,4.41,38951.51,1166293.39
85680.87,5.55,5.22,4.47,42417.19,1636221.15
68228.14,5.26,6.52,4.1,47725.26,1219502.8
56199.1,5.44,7.87,5.91,41527.48,921061.63
61364.61,5.79,7.19,4.5,35308.96,984147.93
60039.35,5.89,8.57,7.19,35357.22,1155051.71
54998.12,5.16,7.75,4.04,32682.75,792373.46
69593.66,3.98,7.52,5.16,40571.79,1010757.85
55495.88,5.42,8.89,3.09,34472.57,1096909.37
45344.66,6.34,6.89,5.7,42365.49,937815.86
64536.41,6.11,7.05,3.11,26147.81,1079826.05
49368.16,7.17,6.98,4.54,37620.47,998417.62
60566.47,7.92,8.55,3.65,51567.27,1935746.66
58893.78,6.73,6.99,4.54,33933.61,1203888.07
59297.58,7.35,6.34,3.69,54454.79,1648054.95
89909.26,6.74,7.58,3.01,37787.44,2030024.27
69184.23,7.67,6.17,3.65,35602.16,1413315.2
71198.16,7.81,7.53,5.88,37320.44,1843009.34
49650.15,6.92,7.41,4.55,33072.12,1047844.59
61613.06,6.68,6.8,2.39,16505.98,986206.05
70877.7,5.78,7.56,5.33,44898.74,1561590.31
57663.57,5.94,5.49,2.88,57925.68,1158476.7
78261.13,5.65,7.15,4.89,40931.26,1526061.33
55764.66,6.6,6.52,4.66,41535.61,1106139.45
65530.91,5.27,9.88,4.74,34350.77,1326829.16
62336.86,5.79,7.15,6.26,47654.06,1087436.03
70334.33,3.65,6.39,2.96,35773.23,771589.73
61756.66,7.69,5.6,4.73,38815.16,1292929.84
65695.82,5.76,8.31,5.53,20628.23,1206946.7
66066.33,6.43,6.64,3.19,30909.28,1242154.81
60755.9,7.42,6.19,3.06,39808.98,1263719.59
73753.13,6.28,7.33,3.63,45167.08,1536975.53
71123.74,7.41,7.65,4.38,45442.28,1760906.22
67638.55,4.75,7.63,2.25,20489.63,783790.52
63995.18,8.35,7.01,4.66,21496.04,1127926.32
77072.57,7.06,7.15,2.25,41960.56,1575584.07
66069.48,6.19,7.22,5.57,28750.93,1304966.73
65314.22,7.39,7.33,4.61,45041.83,1792476.53
69698.79,4.82,7.42,6.33,19983.58,989616.13
86665.22,5.69,8.1,4.8,35186.28,1725823.93
54297.48,7.41,7.05,3.61,35823.2,1056563.29
76788.13,4.13,6.17,3.0,40931.64,1094204.24
48405.58,6.53,6.84,4.27,25928.74,813421.63
70898.7,6.51,7.75,3.94,16642.87,1282923.67
85370.23,7.93,5.19,5.44,37862.88,1826541.82
73791.23,4.41,5.19,2.84,41387.82,1100724.67
70401.52,7.57,7.92,6.47,46161.99,2033744.16
62609.73,5.43,8.53,5.55,32604.37,1145037.25
68913.9,5.54,5.71,3.73,43861.64,1443226.77
65896.51,4.77,7.09,6.19,40984.3,900695.0
60206.06,4.9,6.59,3.02,49287.87,980961.08
65493.51,6.38,6.73,4.23,35613.27,1246890.77
70697.35,4.88,7.3,2.41,18993.75,960174.7
60406.0,6.71,5.68,6.25,35491.48,1030049.2
59989.65,5.32,5.87,1.95,37040.87,797535.9
54085.53,4.78,6.69,2.21,41306.08,1015902.03
72747.35,5.46,6.84,3.2,20951.13,966062.83
74395.06,6.31,5.85,5.61,33065.96,1163602.55
71052.04,5.71,7.79,5.15,44778.93,1675996.52
78869.79,6.01,6.57,4.13,35129.95,1512518.76
69519.49,6.67,6.56,5.23,33128.59,1415338.41
72761.05,7.05,7.28,3.84,55083.29,1874882.02
71821.3,5.67,6.86,4.5,25543.21,973333.85
67607.37,4.95,7.84,6.01,48402.06,1379914.73
62925.5,6.06,6.05,3.68,46298.9,1045302.87
92181.44,6.45,5.58,3.04,33928.22,1667162.72
63766.11,4.53,6.68,4.56,35836.56,950588.32
61486.08,5.1,7.05,4.89,35801.15,1082219.51
73208.68,5.27,5.74,4.12,37968.83,1116010.47
71267.26,5.77,5.59,5.21,30262.18,1108834.63
53610.73,5.23,7.17,3.73,31913.63,689065.73
80548.5,6.68,6.22,4.14,32637.4,1589808.04
67579.07,4.39,5.52,4.44,32954.27,826326.7
56742.7,4.42,7.96,4.33,33078.74,749538.99
81253.06,5.65,6.35,5.96,13922.81,1127954.73
75251.45,5.81,8.15,4.43,37132.17,1649034.42
55105.51,4.54,7.02,3.61,30927.88,672584.59
87524.21,5.38,7.29,4.63,17634.9,1250451.82
75604.46,5.58,6.78,5.22,32688.74,1295518.17
68474.33,5.59,4.31,4.93,32382.0,874455.35
85531.55,6.13,5.84,4.86,48819.8,1628232.39
70280.8,5.33,6.86,2.14,30811.14,994541.71
68283.69,7.44,7.36,1.0,42790.82,1691565.43
61545.52,6.46,5.18,5.55,49887.41,1269961.83
74784.36,5.18,6.94,4.52,29929.42,1384918.4
73662.63,6.07,5.86,3.95,35691.59,1313274.63
68739.46,6.1,7.23,4.83,53320.27,1462088.32
60163.33,7.18,6.97,6.35,38435.59,1525918.89
69967.79,5.39,7.74,5.72,39872.47,1457800.54
67839.08,6.74,8.07,5.16,32121.0,1248700.34
54370.83,6.02,7.45,2.89,42981.98,1023345.49
52896.42,7.46,7.86,3.05,35769.55,1221125.69
74606.4,7.26,6.64,1.04,17979.38,1363665.81
40852.07,6.18,9.84,4.76,32637.32,761705.46
70772.27,5.72,5.76,5.34,24419.95,934967.65
63487.59,6.48,6.46,5.44,37276.99,1274030.63
82526.29,5.8,7.9,4.81,27063.37,1229561.78
63323.62,7.64,7.75,3.79,40908.43,1666482.87
75611.78,6.06,7.48,3.29,36607.28,1583289.61
64352.69,5.58,7.67,2.96,23776.51,918585.22
69795.33,5.52,4.89,3.78,31274.56,772232.57
76436.2,4.78,8.6,2.78,42322.08,1439772.83
63653.08,6.53,6.78,6.14,47556.83,1138284.34
79204.28,5.17,8.25,2.38,27206.47,1343638.68
57992.17,7.07,4.94,3.74,25270.9,823477.23
71722.77,4.7,7.25,1.6,55526.53,1323298.64
78416.49,6.11,6.42,4.34,36066.05,1526949.67
75617.68,7.12,7.57,3.98,37070.83,1700203.08
89008.47,3.85,7.31,3.54,28824.54,1309800.39
60446.26,7.98,7.36,2.83,38299.06,1454912.42
53884.03,5.56,5.92,3.98,53185.32,1085153.39
57985.38,6.12,6.93,3.31,38687.58,1221457.1
75622.0,6.55,6.81,3.81,46732.76,1609068.47
73889.86,6.7,7.49,6.39,36450.66,1647180.84
69672.85,6.25,7.99,4.19,25981.9,1380442.4
56614.52,6.97,7.14,4.64,29381.88,1131169.41
76756.27,6.49,5.7,3.41,25068.81,1368059.37
55530.1,7.72,7.1,3.02,38324.53,1243971.37
80935.08,6.5,9.63,3.95,48310.1,2082184.27
99037.58,7.92,8.65,7.06,37761.03,2398528.29
72488.64,6.87,3.99,3.63,33108.27,1156613.29
74797.77,4.19,7.05,4.42,28325.83,970640.87
63330.1,8.56,7.93,2.96,39690.8,1675019.48
49289.75,5.41,6.81,1.0,23874.54,709220.47
62159.22,7.46,6.53,3.01,24907.05,1323106.25
56934.92,6.01,6.72,6.91,45097.12,1098933.31
53160.83,7.03,7.55,4.71,33406.48,999595.65
86939.91,5.3,5.83,6.0,33210.77,1555563.45
71491.17,6.6,8.19,3.55,34485.02,1598752.34
72629.71,5.73,6.93,1.08,43367.27,1450988.79
65289.44,7.54,6.05,2.62,37805.61,1370062.36
